KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
1101,1,札幌市中央区,,0,,,248680,112853,135827,141429
11010200,2,札幌市中央区,宮ケ丘（番地）,0,,,5,2,3,2
11010300,2,札幌市中央区,円山,0,,,-,-,-,-
11010400,2,札幌市中央区,円山西町（番地）,0,,,-,-,-,-
11011000,2,札幌市中央区,宮の森,0,,,456,91,365,18
11011100,2,札幌市中央区,盤渓,0,,,254,127,127,52
11011201,3,札幌市中央区,宮の森一条,0,,,4539,1952,2587,2184
1101120101,4,札幌市中央区,宮の森一条一丁目,0,,,88,39,49,34
1101120102,4,札幌市中央区,宮の森一条二丁目,0,,,83,43,40,34
1101120103,4,札幌市中央区,宮の森一条三丁目,0,,,199,79,120,104
1101120104,4,札幌市中央区,宮の森一条四丁目,0,,,153,63,90,119
1101120105,4,札幌市中央区,宮の森一条五丁目,0,,,126,38,88,91
1101120106,4,札幌市中央区,宮の森一条六丁目,0,,,685,285,400,385
1101120107,4,札幌市中央区,宮の森一条七丁目,0,,,282,122,160,121
1101120108,4,札幌市中央区,宮の森一条八丁目,0,,,249,101,148,123
1101120109,4,札幌市中央区,宮の森一条九丁目,0,,,374,179,195,216
1101120110,4,札幌市中央区,宮の森一条十丁目,0,,,606,278,328,302
1101120111,4,札幌市中央区,宮の森一条十一丁目,0,,,199,93,106,97
1101120112,4,札幌市中央区,宮の森一条十二丁目,0,,,160,73,87,64
1101120113,4,札幌市中央区,宮の森一条十三丁目,0,,,169,69,100,68
1101120114,4,札幌市中央区,宮の森一条十四丁目,0,,,99,44,55,46
1101120115,4,札幌市中央区,宮の森一条十五丁目,0,,,275,124,151,116
1101120116,4,札幌市中央区,宮の森一条十六丁目,0,,,406,185,221,182
1101120117,4,札幌市中央区,宮の森一条十七丁目,0,,,295,93,202,36
1101120118,4,札幌市中央区,宮の森一条十八丁目,0,,,91,44,47,46
11011202,3,札幌市中央区,宮の森二条,0,,,5936,2649,3287,2766
1101120201,4,札幌市中央区,宮の森二条一丁目,0,,,124,69,55,66
1101120202,4,札幌市中央区,宮の森二条二丁目,0,,,229,88,141,125
1101120203,4,札幌市中央区,宮の森二条三丁目,0,,,424,189,235,212
1101120204,4,札幌市中央区,宮の森二条四丁目,0,,,409,175,234,257
1101120205,4,札幌市中央区,宮の森二条五丁目,0,,,480,209,271,247
1101120206,4,札幌市中央区,宮の森二条六丁目,0,,,409,170,239,223
1101120207,4,札幌市中央区,宮の森二条七丁目,0,,,476,223,253,240
1101120208,4,札幌市中央区,宮の森二条八丁目,0,,,419,177,242,202
1101120209,4,札幌市中央区,宮の森二条九丁目,0,,,292,133,159,131
1101120210,4,札幌市中央区,宮の森二条十丁目,0,,,428,177,251,166
1101120211,4,札幌市中央区,宮の森二条十一丁目,0,,,260,134,126,103
1101120212,4,札幌市中央区,宮の森二条十二丁目,0,,,174,81,93,73
1101120213,4,札幌市中央区,宮の森二条十三丁目,0,,,351,160,191,133
1101120214,4,札幌市中央区,宮の森二条十四丁目,0,,,37,18,19,14
1101120215,4,札幌市中央区,宮の森二条十五丁目,0,,,300,137,163,124
1101120216,4,札幌市中央区,宮の森二条十六丁目,0,,,647,279,368,260
1101120217,4,札幌市中央区,宮の森二条十七丁目,0,,,477,230,247,190
11011203,3,札幌市中央区,宮の森三条,0,,,5523,2591,2932,2521
1101120301,4,札幌市中央区,宮の森三条一丁目,0,,,248,116,132,92
1101120302,4,札幌市中央区,宮の森三条二丁目,0,,,320,146,174,138
1101120303,4,札幌市中央区,宮の森三条三丁目,0,,,459,201,258,206
1101120304,4,札幌市中央区,宮の森三条四丁目,0,,,721,345,376,324
1101120305,4,札幌市中央区,宮の森三条五丁目,0,,,629,305,324,385
1101120306,4,札幌市中央区,宮の森三条六丁目,0,,,708,328,380,323
1101120307,4,札幌市中央区,宮の森三条七丁目,0,,,767,361,406,342
1101120308,4,札幌市中央区,宮の森三条八丁目,0,,,206,94,112,93
1101120309,4,札幌市中央区,宮の森三条九丁目,0,,,234,112,122,105
1101120310,4,札幌市中央区,宮の森三条十丁目,0,,,617,297,320,252
1101120311,4,札幌市中央区,宮の森三条十一丁目,0,,,182,84,98,83
1101120312,4,札幌市中央区,宮の森三条十二丁目,0,,,275,126,149,114
1101120313,4,札幌市中央区,宮の森三条十三丁目,0,,,157,76,81,64
11011204,3,札幌市中央区,宮の森四条,0,,,3460,1580,1880,1524
1101120401,4,札幌市中央区,宮の森四条一丁目,0,,,96,49,47,65
1101120402,4,札幌市中央区,宮の森四条二丁目,0,,,368,174,194,137
1101120403,4,札幌市中央区,宮の森四条三丁目,0,,,247,110,137,104
1101120404,4,札幌市中央区,宮の森四条四丁目,0,,,293,132,161,126
1101120405,4,札幌市中央区,宮の森四条五丁目,0,,,396,174,222,199
1101120406,4,札幌市中央区,宮の森四条六丁目,0,,,125,57,68,63
1101120407,4,札幌市中央区,宮の森四条七丁目,0,,,237,96,141,106
1101120408,4,札幌市中央区,宮の森四条八丁目,0,,,-,-,-,-
1101120409,4,札幌市中央区,宮の森四条九丁目,0,,,169,79,90,68
1101120410,4,札幌市中央区,宮の森四条十丁目,0,,,352,165,187,161
1101120411,4,札幌市中央区,宮の森四条十一丁目,0,,,515,241,274,241
1101120412,4,札幌市中央区,宮の森四条十二丁目,0,,,464,213,251,176
1101120413,4,札幌市中央区,宮の森四条十三丁目,0,,,198,90,108,78
11011300,3,札幌市中央区,双子山,0,,,993,439,554,329
1101130001,4,札幌市中央区,双子山一丁目,0,,,316,145,171,138
1101130002,4,札幌市中央区,双子山二丁目,0,,,204,94,110,92
1101130003,4,札幌市中央区,双子山三丁目,0,,,152,79,73,73
1101130004,4,札幌市中央区,双子山四丁目,0,,,321,121,200,26
11011400,3,札幌市中央区,界川,0,,,751,360,391,287
1101140001,4,札幌市中央区,界川一丁目,0,,,161,77,84,53
1101140002,4,札幌市中央区,界川二丁目,0,,,253,120,133,103
1101140003,4,札幌市中央区,界川三丁目,0,,,337,163,174,131
1101140004,4,札幌市中央区,界川四丁目,0,,,-,-,-,-
11011500,3,札幌市中央区,旭ケ丘,0,,,1519,588,931,438
1101150001,4,札幌市中央区,旭ケ丘一丁目,0,,,432,200,232,167
1101150002,4,札幌市中央区,旭ケ丘二丁目,0,,,80,38,42,33
1101150003,4,札幌市中央区,旭ケ丘三丁目,0,,,255,123,132,102
1101150004,4,札幌市中央区,旭ケ丘四丁目,0,,,120,60,60,54
1101150005,4,札幌市中央区,旭ケ丘五丁目,0,,,599,148,451,68
1101150006,4,札幌市中央区,旭ケ丘六丁目,0,,,33,19,14,14
11011600,3,札幌市中央区,伏見,0,,,1165,542,623,501
1101160001,4,札幌市中央区,伏見一丁目,0,,,217,106,111,93
1101160002,4,札幌市中央区,伏見二丁目,0,,,268,119,149,122
1101160003,4,札幌市中央区,伏見三丁目,0,,,470,223,247,193
1101160004,4,札幌市中央区,伏見四丁目,0,,,158,72,86,74
1101160005,4,札幌市中央区,伏見五丁目,0,,,52,22,30,19
11011700,3,札幌市中央区,円山西町,0,,,3732,1612,2120,1341
1101170001,4,札幌市中央区,円山西町一丁目,0,,,537,236,301,243
1101170002,4,札幌市中央区,円山西町二丁目,0,,,479,217,262,200
1101170003,4,札幌市中央区,円山西町三丁目,0,,,344,159,185,160
1101170004,4,札幌市中央区,円山西町四丁目,0,,,890,273,617,90
1101170005,4,札幌市中央区,円山西町五丁目,0,,,459,223,236,194
1101170006,4,札幌市中央区,円山西町六丁目,0,,,72,37,35,36
1101170007,4,札幌市中央区,円山西町七丁目,0,,,187,90,97,79
1101170008,4,札幌市中央区,円山西町八丁目,0,,,264,125,139,126
1101170009,4,札幌市中央区,円山西町九丁目,0,,,300,152,148,134
1101170010,4,札幌市中央区,円山西町十丁目,0,,,200,100,100,79
11011800,2,札幌市中央区,中島公園,0,,,2,1,1,1
11011900,3,札幌市中央区,宮ケ丘,0,,,625,282,343,297
1101190001,4,札幌市中央区,宮ケ丘一丁目,0,,,238,109,129,124
1101190002,4,札幌市中央区,宮ケ丘二丁目,0,,,253,116,137,112
1101190003,4,札幌市中央区,宮ケ丘三丁目,0,,,134,57,77,61
11012000,3,札幌市中央区,大通東,0,,,3559,1664,1895,2186
1101200001,4,札幌市中央区,大通東一丁目,0,,,-,-,-,-
1101200002,4,札幌市中央区,大通東二丁目,0,,,312,143,169,188
1101200003,4,札幌市中央区,大通東三丁目,0,,,613,346,267,453
1101200004,4,札幌市中央区,大通東四丁目,0,,,378,128,250,175
1101200005,4,札幌市中央区,大通東五丁目,0,,,292,135,157,235
1101200006,4,札幌市中央区,大通東六丁目,0,,,269,116,153,135
1101200007,4,札幌市中央区,大通東七丁目,0,,,325,164,161,216
1101200008,4,札幌市中央区,大通東八丁目,0,,,474,213,261,307
1101200009,4,札幌市中央区,大通東九丁目,0,,,301,152,149,183
1101200010,4,札幌市中央区,大通東十丁目,0,,,386,170,216,181
1101200011,4,札幌市中央区,大通東十一丁目,0,,,158,71,87,88
1101200012,4,札幌市中央区,大通東十二丁目,0,,,51,26,25,25
1101200013,4,札幌市中央区,大通東十三丁目,0,,,-,-,-,-
1101200014,4,札幌市中央区,大通東十四丁目,0,,,-,-,-,-
11012100,3,札幌市中央区,大通西,0,,,6857,2963,3894,4668
1101210001,4,札幌市中央区,大通西一丁目,0,,,1,1,-,1
1101210002,4,札幌市中央区,大通西二丁目,0,,,-,-,-,-
1101210003,4,札幌市中央区,大通西三丁目,0,,,-,-,-,-
1101210004,4,札幌市中央区,大通西四丁目,0,,,1,1,-,1
1101210005,4,札幌市中央区,大通西五丁目,0,,,-,-,-,-
1101210006,4,札幌市中央区,大通西六丁目,0,,,91,60,31,73
1101210007,4,札幌市中央区,大通西七丁目,0,,,76,26,50,42
1101210008,4,札幌市中央区,大通西八丁目,0,,,104,52,52,81
1101210009,4,札幌市中央区,大通西九丁目,0,,,167,69,98,93
1101210010,4,札幌市中央区,大通西十丁目,0,,,216,96,120,131
1101210011,4,札幌市中央区,大通西十一丁目,0,,,6,3,3,2
1101210012,4,札幌市中央区,大通西十二丁目,0,,,22,8,14,4
1101210013,4,札幌市中央区,大通西十三丁目,0,,,155,84,71,114
1101210014,4,札幌市中央区,大通西十四丁目,0,,,209,104,105,181
1101210015,4,札幌市中央区,大通西十五丁目,0,,,764,293,471,551
1101210016,4,札幌市中央区,大通西十六丁目,0,,,494,202,292,381
1101210017,4,札幌市中央区,大通西十七丁目,0,,,484,207,277,408
1101210018,4,札幌市中央区,大通西十八丁目,0,,,536,254,282,437
1101210019,4,札幌市中央区,大通西十九丁目,0,,,295,115,180,166
1101210020,4,札幌市中央区,大通西二十丁目,0,,,303,132,171,188
1101210021,4,札幌市中央区,大通西二十一丁目,0,,,267,119,148,156
1101210022,4,札幌市中央区,大通西二十二丁目,0,,,420,185,235,310
1101210023,4,札幌市中央区,大通西二十三丁目,0,,,580,222,358,369
1101210024,4,札幌市中央区,大通西二十四丁目,0,,,848,354,494,458
1101210025,4,札幌市中央区,大通西二十五丁目,0,,,79,35,44,44
1101210026,4,札幌市中央区,大通西二十六丁目,0,,,301,139,162,228
1101210027,4,札幌市中央区,大通西二十七丁目,0,,,211,89,122,111
1101210028,4,札幌市中央区,大通西二十八丁目,0,,,227,113,114,138
11016801,3,札幌市中央区,南一条東,0,,,2213,998,1215,1374
1101680101,4,札幌市中央区,南一条東一丁目,0,,,1,1,-,1
1101680102,4,札幌市中央区,南一条東二丁目,0,,,342,166,176,292
1101680103,4,札幌市中央区,南一条東三丁目,0,,,654,277,377,368
1101680104,4,札幌市中央区,南一条東四丁目,0,,,92,47,45,65
1101680105,4,札幌市中央区,南一条東五丁目,0,,,311,137,174,167
1101680106,4,札幌市中央区,南一条東六丁目,0,,,311,132,179,200
1101680107,4,札幌市中央区,南一条東七丁目,0,,,493,233,260,276
1101680108,4,札幌市中央区,南一条東八丁目,0,,,9,5,4,5
11016802,3,札幌市中央区,南二条東,0,,,2444,1104,1340,1501
1101680201,4,札幌市中央区,南二条東一丁目,0,,,83,45,38,70
1101680202,4,札幌市中央区,南二条東二丁目,0,,,326,171,155,250
1101680203,4,札幌市中央区,南二条東三丁目,0,,,351,157,194,257
1101680204,4,札幌市中央区,南二条東四丁目,0,,,557,250,307,297
1101680205,4,札幌市中央区,南二条東五丁目,0,,,378,173,205,237
1101680206,4,札幌市中央区,南二条東六丁目,0,,,749,308,441,390
11016803,3,札幌市中央区,南三条東,0,,,2164,1011,1153,1406
1101680301,4,札幌市中央区,南三条東一丁目,0,,,217,94,123,154
1101680302,4,札幌市中央区,南三条東二丁目,0,,,556,267,289,397
1101680303,4,札幌市中央区,南三条東三丁目,0,,,938,439,499,518
1101680304,4,札幌市中央区,南三条東四丁目,0,,,399,188,211,298
1101680305,4,札幌市中央区,南三条東五丁目,0,,,-,-,-,-
1101680306,4,札幌市中央区,南三条東六丁目,0,,,54,23,31,39
11016804,3,札幌市中央区,南四条東,0,,,1518,710,808,1162
1101680401,4,札幌市中央区,南四条東一丁目,0,,,24,12,12,16
1101680402,4,札幌市中央区,南四条東二丁目,0,,,400,197,203,332
1101680403,4,札幌市中央区,南四条東三丁目,0,,,466,200,266,307
1101680404,4,札幌市中央区,南四条東四丁目,0,,,329,166,163,253
1101680405,4,札幌市中央区,南四条東五丁目,0,,,299,135,164,254
11016805,3,札幌市中央区,南五条東,0,,,1097,565,532,874
1101680501,4,札幌市中央区,南五条東一丁目,0,,,105,45,60,70
1101680502,4,札幌市中央区,南五条東二丁目,0,,,407,214,193,347
1101680503,4,札幌市中央区,南五条東三丁目,0,,,386,212,174,309
1101680504,4,札幌市中央区,南五条東四丁目,0,,,151,72,79,112
1101680505,4,札幌市中央区,南五条東五丁目,0,,,48,22,26,36
11016806,3,札幌市中央区,南六条東,0,,,546,277,269,420
1101680601,4,札幌市中央区,南六条東一丁目,0,,,170,74,96,115
1101680602,4,札幌市中央区,南六条東二丁目,0,,,310,172,138,253
1101680603,4,札幌市中央区,南六条東三丁目,0,,,66,31,35,52
11016807,3,札幌市中央区,南七条東,0,,,261,107,154,153
1101680701,4,札幌市中央区,南七条東一丁目,0,,,125,51,74,67
1101680702,4,札幌市中央区,南七条東二丁目,0,,,136,56,80,86
11016901,3,札幌市中央区,南一条西,0,,,4792,2178,2614,2866
1101690101,4,札幌市中央区,南一条西一丁目,0,,,8,5,3,7
1101690102,4,札幌市中央区,南一条西二丁目,0,,,-,-,-,-
1101690103,4,札幌市中央区,南一条西三丁目,0,,,1,1,-,1
1101690104,4,札幌市中央区,南一条西四丁目,0,,,75,52,23,62
1101690105,4,札幌市中央区,南一条西五丁目,0,,,1,1,-,1
1101690106,4,札幌市中央区,南一条西六丁目,0,,,9,3,6,4
1101690107,4,札幌市中央区,南一条西七丁目,0,,,124,62,62,83
1101690108,4,札幌市中央区,南一条西八丁目,0,,,101,44,57,59
1101690109,4,札幌市中央区,南一条西九丁目,0,,,130,71,59,113
1101690110,4,札幌市中央区,南一条西十丁目,0,,,47,29,18,35
1101690111,4,札幌市中央区,南一条西十一丁目,0,,,49,22,27,47
1101690112,4,札幌市中央区,南一条西十二丁目,0,,,70,31,39,55
1101690113,4,札幌市中央区,南一条西十三丁目,0,,,254,118,136,75
1101690114,4,札幌市中央区,南一条西十四丁目,0,,,332,147,185,120
1101690115,4,札幌市中央区,南一条西十五丁目,0,,,162,70,92,127
1101690116,4,札幌市中央区,南一条西十六丁目,0,,,94,35,59,80
1101690117,4,札幌市中央区,南一条西十七丁目,0,,,344,171,173,223
1101690118,4,札幌市中央区,南一条西十八丁目,0,,,248,103,145,173
1101690119,4,札幌市中央区,南一条西十九丁目,0,,,388,152,236,237
1101690120,4,札幌市中央区,南一条西二十丁目,0,,,291,134,157,168
1101690121,4,札幌市中央区,南一条西二十一丁目,0,,,400,177,223,235
1101690122,4,札幌市中央区,南一条西二十二丁目,0,,,151,80,71,114
1101690123,4,札幌市中央区,南一条西二十三丁目,0,,,376,166,210,225
1101690124,4,札幌市中央区,南一条西二十四丁目,0,,,212,92,120,141
1101690125,4,札幌市中央区,南一条西二十五丁目,0,,,285,120,165,161
1101690126,4,札幌市中央区,南一条西二十六丁目,0,,,121,61,60,62
1101690127,4,札幌市中央区,南一条西二十七丁目,0,,,289,120,169,153
1101690128,4,札幌市中央区,南一条西二十八丁目,0,,,230,111,119,105
11016902,3,札幌市中央区,南二条西,0,,,5050,2154,2896,3251
1101690201,4,札幌市中央区,南二条西一丁目,0,,,88,39,49,30
1101690202,4,札幌市中央区,南二条西二丁目,0,,,-,-,-,-
1101690203,4,札幌市中央区,南二条西三丁目,0,,,1,1,-,1
1101690204,4,札幌市中央区,南二条西四丁目,0,,,-,-,-,-
1101690205,4,札幌市中央区,南二条西五丁目,0,,,118,55,63,109
1101690206,4,札幌市中央区,南二条西六丁目,0,,,51,25,26,46
1101690207,4,札幌市中央区,南二条西七丁目,0,,,39,17,22,32
1101690208,4,札幌市中央区,南二条西八丁目,0,,,335,151,184,218
1101690209,4,札幌市中央区,南二条西九丁目,0,,,372,188,184,286
1101690210,4,札幌市中央区,南二条西十丁目,0,,,268,121,147,221
1101690211,4,札幌市中央区,南二条西十一丁目,0,,,47,24,23,41
1101690212,4,札幌市中央区,南二条西十二丁目,0,,,465,194,271,316
1101690213,4,札幌市中央区,南二条西十三丁目,0,,,360,150,210,279
1101690214,4,札幌市中央区,南二条西十四丁目,0,,,76,13,63,1
1101690215,4,札幌市中央区,南二条西十五丁目,0,,,-,-,-,-
1101690216,4,札幌市中央区,南二条西十六丁目,0,,,29,12,17,7
1101690217,4,札幌市中央区,南二条西十七丁目,0,,,-,-,-,-
1101690218,4,札幌市中央区,南二条西十八丁目,0,,,217,99,118,194
1101690219,4,札幌市中央区,南二条西十九丁目,0,,,403,158,245,284
1101690220,4,札幌市中央区,南二条西二十丁目,0,,,114,46,68,61
1101690221,4,札幌市中央区,南二条西二十一丁目,0,,,311,139,172,169
1101690222,4,札幌市中央区,南二条西二十二丁目,0,,,420,145,275,182
1101690223,4,札幌市中央区,南二条西二十三丁目,0,,,218,86,132,119
1101690224,4,札幌市中央区,南二条西二十四丁目,0,,,177,90,87,90
1101690225,4,札幌市中央区,南二条西二十五丁目,0,,,342,156,186,196
1101690226,4,札幌市中央区,南二条西二十六丁目,0,,,357,147,210,205
1101690227,4,札幌市中央区,南二条西二十七丁目,0,,,137,48,89,97
1101690228,4,札幌市中央区,南二条西二十八丁目,0,,,105,50,55,67
11016903,3,札幌市中央区,南三条西,0,,,4016,1810,2206,2665
1101690301,4,札幌市中央区,南三条西一丁目,0,,,273,127,146,168
1101690302,4,札幌市中央区,南三条西二丁目,0,,,71,33,38,67
1101690303,4,札幌市中央区,南三条西三丁目,0,,,2,1,1,1
1101690304,4,札幌市中央区,南三条西四丁目,0,,,-,-,-,-
1101690305,4,札幌市中央区,南三条西五丁目,0,,,61,28,33,47
1101690306,4,札幌市中央区,南三条西六丁目,0,,,133,59,74,100
1101690307,4,札幌市中央区,南三条西七丁目,0,,,174,79,95,146
1101690308,4,札幌市中央区,南三条西八丁目,0,,,605,275,330,472
1101690309,4,札幌市中央区,南三条西九丁目,0,,,672,306,366,454
1101690310,4,札幌市中央区,南三条西十丁目,0,,,5,2,3,3
1101690311,4,札幌市中央区,南三条西十一丁目,0,,,-,-,-,-
1101690312,4,札幌市中央区,南三条西十二丁目,0,,,286,115,171,207
1101690313,4,札幌市中央区,南三条西十三丁目,0,,,100,50,50,92
1101690314,4,札幌市中央区,南三条西十四丁目,0,,,-,-,-,-
1101690315,4,札幌市中央区,南三条西十五丁目,0,,,-,-,-,-
1101690316,4,札幌市中央区,南三条西十六丁目,0,,,-,-,-,-
1101690317,4,札幌市中央区,南三条西十七丁目,0,,,6,4,2,3
1101690318,4,札幌市中央区,南三条西十八丁目,0,,,-,-,-,-
1101690320,4,札幌市中央区,南三条西二十丁目,0,,,263,125,138,145
1101690321,4,札幌市中央区,南三条西二十一丁目,0,,,107,45,62,57
1101690322,4,札幌市中央区,南三条西二十二丁目,0,,,167,71,96,103
1101690323,4,札幌市中央区,南三条西二十三丁目,0,,,176,75,101,109
1101690324,4,札幌市中央区,南三条西二十四丁目,0,,,147,69,78,103
1101690325,4,札幌市中央区,南三条西二十五丁目,0,,,243,111,132,132
1101690326,4,札幌市中央区,南三条西二十六丁目,0,,,205,99,106,94
1101690327,4,札幌市中央区,南三条西二十七丁目,0,,,288,121,167,149
1101690328,4,札幌市中央区,南三条西二十八丁目,0,,,32,15,17,13
11016904,3,札幌市中央区,南四条西,0,,,6196,2863,3333,4185
1101690401,4,札幌市中央区,南四条西一丁目,0,,,7,5,2,6
1101690402,4,札幌市中央区,南四条西二丁目,0,,,5,3,2,2
1101690403,4,札幌市中央区,南四条西三丁目,0,,,2,1,1,1
1101690404,4,札幌市中央区,南四条西四丁目,0,,,-,-,-,-
1101690405,4,札幌市中央区,南四条西五丁目,0,,,2,1,1,1
1101690406,4,札幌市中央区,南四条西六丁目,0,,,67,24,43,55
1101690407,4,札幌市中央区,南四条西七丁目,0,,,19,9,10,15
1101690408,4,札幌市中央区,南四条西八丁目,0,,,454,230,224,303
1101690409,4,札幌市中央区,南四条西九丁目,0,,,188,100,88,140
1101690410,4,札幌市中央区,南四条西十丁目,0,,,557,281,276,526
1101690411,4,札幌市中央区,南四条西十一丁目,0,,,239,101,138,188
1101690412,4,札幌市中央区,南四条西十二丁目,0,,,365,188,177,302
1101690413,4,札幌市中央区,南四条西十三丁目,0,,,818,367,451,546
1101690414,4,札幌市中央区,南四条西十四丁目,0,,,328,138,190,226
1101690415,4,札幌市中央区,南四条西十五丁目,0,,,432,203,229,294
1101690416,4,札幌市中央区,南四条西十六丁目,0,,,402,189,213,275
1101690417,4,札幌市中央区,南四条西十七丁目,0,,,67,-,67,2
1101690418,4,札幌市中央区,南四条西十八丁目,0,,,430,189,241,244
1101690420,4,札幌市中央区,南四条西二十丁目,0,,,250,119,131,134
1101690421,4,札幌市中央区,南四条西二十一丁目,0,,,309,152,157,202
1101690422,4,札幌市中央区,南四条西二十二丁目,0,,,207,94,113,108
1101690423,4,札幌市中央区,南四条西二十三丁目,0,,,227,107,120,124
1101690424,4,札幌市中央区,南四条西二十四丁目,0,,,175,71,104,111
1101690425,4,札幌市中央区,南四条西二十五丁目,0,,,244,112,132,144
1101690426,4,札幌市中央区,南四条西二十六丁目,0,,,324,144,180,185
1101690427,4,札幌市中央区,南四条西二十七丁目,0,,,78,35,43,51
1101690428,4,札幌市中央区,南四条西二十八丁目,0,,,-,-,-,-
11016905,3,札幌市中央区,南五条西,0,,,6984,3368,3616,5070
1101690501,4,札幌市中央区,南五条西一丁目,0,,,198,104,94,174
1101690502,4,札幌市中央区,南五条西二丁目,0,,,-,-,-,-
1101690503,4,札幌市中央区,南五条西三丁目,0,,,-,-,-,-
1101690504,4,札幌市中央区,南五条西四丁目,0,,,-,-,-,-
1101690505,4,札幌市中央区,南五条西五丁目,0,,,-,-,-,-
1101690506,4,札幌市中央区,南五条西六丁目,0,,,9,5,4,8
1101690507,4,札幌市中央区,南五条西七丁目,0,,,298,140,158,249
1101690508,4,札幌市中央区,南五条西八丁目,0,,,456,234,222,370
1101690509,4,札幌市中央区,南五条西九丁目,0,,,777,396,381,700
1101690510,4,札幌市中央区,南五条西十丁目,0,,,512,269,243,432
1101690511,4,札幌市中央区,南五条西十一丁目,0,,,149,85,64,130
1101690512,4,札幌市中央区,南五条西十二丁目,0,,,564,286,278,483
1101690513,4,札幌市中央区,南五条西十三丁目,0,,,533,271,262,352
1101690514,4,札幌市中央区,南五条西十四丁目,0,,,587,264,323,385
1101690515,4,札幌市中央区,南五条西十五丁目,0,,,260,107,153,197
1101690516,4,札幌市中央区,南五条西十六丁目,0,,,249,146,103,195
1101690517,4,札幌市中央区,南五条西十七丁目,0,,,152,73,79,111
1101690518,4,札幌市中央区,南五条西十八丁目,0,,,347,157,190,221
1101690520,4,札幌市中央区,南五条西二十丁目,0,,,229,107,122,108
1101690521,4,札幌市中央区,南五条西二十一丁目,0,,,239,102,137,150
1101690522,4,札幌市中央区,南五条西二十二丁目,0,,,270,124,146,143
1101690523,4,札幌市中央区,南五条西二十三丁目,0,,,205,87,118,105
1101690524,4,札幌市中央区,南五条西二十四丁目,0,,,245,115,130,144
1101690525,4,札幌市中央区,南五条西二十五丁目,0,,,188,79,109,109
1101690526,4,札幌市中央区,南五条西二十六丁目,0,,,269,116,153,145
1101690527,4,札幌市中央区,南五条西二十七丁目,0,,,248,101,147,159
1101690528,4,札幌市中央区,南五条西二十八丁目,0,,,-,-,-,-
11016906,3,札幌市中央区,南六条西,0,,,8878,4068,4810,5992
1101690601,4,札幌市中央区,南六条西一丁目,0,,,152,119,33,144
1101690602,4,札幌市中央区,南六条西二丁目,0,,,167,82,85,148
1101690603,4,札幌市中央区,南六条西三丁目,0,,,25,10,15,19
1101690604,4,札幌市中央区,南六条西四丁目,0,,,20,8,12,16
1101690605,4,札幌市中央区,南六条西五丁目,0,,,3,1,2,2
1101690606,4,札幌市中央区,南六条西六丁目,0,,,33,15,18,28
1101690607,4,札幌市中央区,南六条西七丁目,0,,,449,235,214,391
1101690608,4,札幌市中央区,南六条西八丁目,0,,,427,209,218,341
1101690609,4,札幌市中央区,南六条西九丁目,0,,,689,316,373,492
1101690610,4,札幌市中央区,南六条西十丁目,0,,,70,31,39,51
1101690611,4,札幌市中央区,南六条西十一丁目,0,,,395,189,206,304
1101690612,4,札幌市中央区,南六条西十二丁目,0,,,677,314,363,504
1101690613,4,札幌市中央区,南六条西十三丁目,0,,,678,319,359,491
1101690614,4,札幌市中央区,南六条西十四丁目,0,,,481,212,269,319
1101690615,4,札幌市中央区,南六条西十五丁目,0,,,421,182,239,199
1101690616,4,札幌市中央区,南六条西十六丁目,0,,,361,139,222,290
1101690617,4,札幌市中央区,南六条西十七丁目,0,,,575,243,332,360
1101690618,4,札幌市中央区,南六条西十八丁目,0,,,492,216,276,332
1101690620,4,札幌市中央区,南六条西二十丁目,0,,,385,164,221,209
1101690621,4,札幌市中央区,南六条西二十一丁目,0,,,341,158,183,204
1101690622,4,札幌市中央区,南六条西二十二丁目,0,,,408,172,236,259
1101690623,4,札幌市中央区,南六条西二十三丁目,0,,,356,159,197,238
1101690624,4,札幌市中央区,南六条西二十四丁目,0,,,329,133,196,182
1101690625,4,札幌市中央区,南六条西二十五丁目,0,,,373,165,208,174
1101690626,4,札幌市中央区,南六条西二十六丁目,0,,,559,270,289,291
1101690627,4,札幌市中央区,南六条西二十七丁目,0,,,12,7,5,4
11016907,3,札幌市中央区,南七条西,0,,,7913,3774,4139,5255
1101690701,4,札幌市中央区,南七条西一丁目,0,,,494,241,253,330
1101690702,4,札幌市中央区,南七条西二丁目,0,,,349,193,156,293
1101690703,4,札幌市中央区,南七条西三丁目,0,,,27,13,14,25
1101690704,4,札幌市中央区,南七条西四丁目,0,,,95,50,45,84
1101690705,4,札幌市中央区,南七条西五丁目,0,,,75,33,42,61
1101690706,4,札幌市中央区,南七条西六丁目,0,,,368,209,159,294
1101690707,4,札幌市中央区,南七条西七丁目,0,,,408,214,194,298
1101690708,4,札幌市中央区,南七条西八丁目,0,,,231,117,114,166
1101690709,4,札幌市中央区,南七条西九丁目,0,,,657,303,354,471
1101690710,4,札幌市中央区,南七条西十丁目,0,,,374,181,193,319
1101690711,4,札幌市中央区,南七条西十一丁目,0,,,254,126,128,187
1101690712,4,札幌市中央区,南七条西十二丁目,0,,,694,365,329,574
1101690713,4,札幌市中央区,南七条西十三丁目,0,,,334,163,171,263
1101690714,4,札幌市中央区,南七条西十四丁目,0,,,554,219,335,314
1101690715,4,札幌市中央区,南七条西十五丁目,0,,,183,74,109,115
